Identifier,Recipient Org:Name,Title,Recipient Org:Postal Code,Type,Description,Amount Awarded,Currency,Financial Year,Award Date,Beneficiary Location:Name,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
360G-ACW-20070274,Hafren,Grant to Hafren (2007 ~ 2008),SY16 4HU,Annual Revenue,Annual Revenue 2007-2008,59180,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070274,Hafren,Grant to Hafren (2007 ~ 2008),SY16 4HU,Arts Outside Cardiff,,47500,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20080037,Halfpenny Folk Club,Grant to Halfpenny Folk Club (2007 ~ 2008),SA4 3JQ,Organisations: Small,An annual programme of folk music held at the Greyhound Inn.,1000,GBP,2007 ~ 2008,2008-03-31,South Wales West\Gower,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20071039,Harnisch-Lacey Dance Theatre,Grant to Harnisch-Lacey Dance Theatre (2007 ~ 2008),CF23 5NQ,Organisations: Small,"Funding for a new dance work entitled 'Exit' which will form the second part of a double bill show. Exit will fuse the different dance styles of Breakdance, Hip Hop and contemporary dance, and will involve collaboration between dancers, vocal percussionist / Beatboxer, Imran Khan and choreographer, Sandra Harnisch-Lacey. 

The work will be performed at the Gate on July 11th 2008 and in Stuttgart in 2009. Plans are also evolving to set up a wider tour in Wales and England throughout the Autumn of 2008.
",4871,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20080072,Harnisch-Lacey Dance Theatre,Grant to Harnisch-Lacey Dance Theatre (2007 ~ 2008),CF23 5NQ,yyPRSF Scheme,To create and record a unique composition of vocal expression by Imran Kaiza Khan to form the foundations for a musical dialogue between vocalist and dancers.,2450,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070239,Hay Festival of Literature and the Arts Ltd,Grant to Hay Festival of Literature and the Arts Ltd (2007 ~ 2008),HR3 5AD,Annual Revenue,Annual Revenue 2007-2008,40773,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070303,Hijinx Theatre,Grant to Hijinx Theatre (2007 ~ 2008),CF10 5AL,Annual Revenue,Annual Revenue 2007-2008,50000,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070303,Hijinx Theatre,Grant to Hijinx Theatre (2007 ~ 2008),CF10 5AL,Annual Revenue,Annual Revenue 2007-2008,139692,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070801,Hijinx Theatre,Grant to Hijinx Theatre (2007 ~ 2008),CF10 5AL,Organisations: Large,"Odyssey Theatre is an inclusive theatre performance group whose members cover a wide range of abilities, ages, ethnicity and gender. The group meets for weekly workshops developing drama skills culminating in a major production at the WMC Weston Studio.",25950,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070485,Hijinx Theatre,Grant to Hijinx Theatre (2007 ~ 2008),CF10 5AL,Organisations: Training,"Three training courses for Hijinx staff: the National Arts Fundraising Course, TMA's Making Tracks course and the House of Games programme on the use of drama games in a community context.",3503,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070430,Hijinx Theatre,Grant to Hijinx Theatre (2007 ~ 2008),CF10 5AL,yy WMC Residency,WMC Residents Costs,44755.76,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060811,Hindu Cultural Association Wales,Grant to Hindu Cultural Association Wales (2007 ~ 2008),NP12 3TA,Capital (Lottery),Purchase of equipment and upgrading of heating system,1467,GBP,2007 ~ 2008,2008-03-31,South Wales East\Islwyn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070417,HyperAction,Grant to HyperAction (2007 ~ 2008),CF64 2XE,Organisations: Training,Training in sound editing and recording for freelance individuals working with the public on community based multimedia projects.,2630,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070366,ICAW Documented Art Space Ltd,Grant to ICAW Documented Art Space Ltd (2007 ~ 2008),LL46 2TR,Organisations: Small,"ICAW are organising the Harlech International Artists Residencies 2007 which are scheduled to take place from 24 July to 2 August 2007 to make work on locations at Moel Senig, Fferm Merthyr, and Oriel Senig, Harlech.  5 international artists have been invited to take part in the residencies and the work produced will be shown alongside the work of the 5 Welsh directors of ICAW in the Harlech Biennale 2007 VIII at Harlech's Neuadd Goffa.",4883,GBP,2007 ~ 2008,2008-03-31,North Wales\Dwyfor Meirionnydd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070940,India Dance Wales,Grant to India Dance Wales (2007 ~ 2008),CF14 0XS,Annual Revenue,Annual Revenue Funding 07-08,20000,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff North,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060881,India Dance Wales,Grant to India Dance Wales (2007 ~ 2008),CF14 0XS,Arts Outside Cardiff,A ten venue tour of a new production in October and November 2007 for mid-scale venues throughout Wales.  The work would be multi art form and based on the work of the Sanskrit writer Kalidasa.The production would be accompanied by workshops.,40000,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff North,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070708,India Dance Wales,Grant to India Dance Wales (2007 ~ 2008),CF14 0XS,Organisations: Large,To evaluate and revive past work to create a repertoire of work and associated marketing materials that will be ready to sell and perform at venues.,17850,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff North,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070445,Institiwt Corris,Grant to Institiwt Corris (2007 ~ 2008),SY20 9SH,Organisations: Small,"The newly refurbished Corris Institute is hoping to provide 4 weekends of taster sessions in 4 art forms - dance, music, poetry and the visual arts.  These activities will take place at the Institute and will happen throughout the year between July 07 and April 08.  These activities are offered to the local community with the aim to regenerate social and cultural confidence, and provide the opportunity to enjoy and participate in the arts.",1000,GBP,2007 ~ 2008,2008-03-31,North Wales\Dwyfor Meirionnydd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070540,International Black Film Festival Wales Limited,Grant to International Black Film Festival Wales Limited (2007 ~ 2008),NP18 3EH,Organisations: Small,The Rhondda Cynon Taff venues element of the Black Welsh Film Festival 2007.,3000,GBP,2007 ~ 2008,2008-03-31,South Wales East\Newport West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061319,Jazz Heritage Wales,Grant to Jazz Heritage Wales (2007 ~ 2008),SA2 0UT,Organisations: Small,"PARE - Performance, Archive, Research and Education - focussing on children aged 7-11 and people from the Black and minority ethnic communities and disabled people.

",2500,GBP,2007 ~ 2008,2008-03-31,South Wales West\Swansea West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070874,Just Good Friends,Grant to Just Good Friends (2007 ~ 2008),SA31 3DL,Organisations: Small,"Three performances of the comedy/musical adaption of ""'Allo 'Allo"" , written by Jeremy Lloyd and david Croft, consisting of regular cast members of 'Just Good Friends' previous productions. The project also incorporates the  Artswave movement which educates young people in stagecraft.

",500,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Carmarthen West & South Pemb,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070341,Kings Road Artists,Grant to Kings Road Artists (2007 ~ 2008),CF11 9DF,Organisations: Small,"The Garej project involves exhibiting the work of all 18 resident members and 10 non-resident members over a six month period, between June – Dec. ’07. The project will take place in the former garage, below the artists studios. 
",4600,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070579,Knighton & District Concert Society,Grant to Knighton & District Concert Society (2007 ~ 2008),SY7 0BD,Organisations: Small,"The Society aims to promote five concerts during the Winter of '07 and Spring of '08 for the benefit of people in Knighton and the surrounding area. Many of the performances will be by young professionals at the start of their careers. The series will feature a quartet, wind quintet, piano recital, medieval instrument recital and a song recital.",695,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070379,Lampeter Music Club,Grant to Lampeter Music Club (2007 ~ 2008),SA40 9RE,Organisations: Small,Programme of concerts for 2008.,2500,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Ceredigion,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070443,Landscape Recording Association,Grant to Landscape Recording Association (2007 ~ 2008),LD7 1TU,Organisations: Small,"Borders is a large scale community arts pro-am performance project proposed to take place in 2009. The aim is to mount several shows in more than one new venue (non-arts space), with a cast and crew of 100+, playing to audiences of 1,000. Rehearsal workshops and performances will take place in Presteigne.",3500,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20071020,Learning Skills Wales,Grant to Learning Skills Wales (2007 ~ 2008),LL68 0UF,Organisations: Small,"A series of 6 practical artistic and creative skills workshops, each of 26 hours duration, delivered in 2 hour sessions, both within the Community Learning Centre and on an outreach basis in centrally located community facilities within the local rural objective one and communities first areas of north Anglesey.  The project will run from May to December 2008.",2000,GBP,2007 ~ 2008,2008-03-31,North Wales\Ynys Môn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070327,Literature Wales,Grant to Literature Wales (2007 ~ 2008),CF10 5FL,Annual Revenue,Annual Revenue 2007-2008,628118,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070429,Literature Wales,Grant to Literature Wales (2007 ~ 2008),CF10 5FL,yy WMC Residency,WMC Residents Costs,66776.37,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070305,Live Music Now Wales,Grant to Live Music Now Wales (2007 ~ 2008),CF5 2EB,Annual Revenue,Annual Revenue 2007-2008,29653,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070610,Llanast Llanrwst,Grant to Llanast Llanrwst (2007 ~ 2008),LL26 0LG,Organisations: Small,This is a programme of artistic activity in the Llanrwst area consisting of art and music workshops.  Dates: September 07-08,300,GBP,2007 ~ 2008,2008-03-31,North Wales\Dwyfor Meirionnydd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061159,Llanbradach and Pwll y Pant Community Partnership,Grant to Llanbradach and Pwll y Pant Community Partnership (2007 ~ 2008),CF83 3LJ,Capital (Lottery),The design and implementation of two art works to be installed in the centre of Llanbradach village.,20000,GBP,2007 ~ 2008,2008-03-31,South Wales East\Caerphilly,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20071089,Llandudno Festival,Grant to Llandudno Festival (2007 ~ 2008),LL30 2AX,Organisations: Large,"A Festival of Music and the Arts, based around the theme of the 'Four Seasons'. 4 distinct events are planned, the 1st in Spring in association with Llandudno Extravaganza, 2nd a weekend event in Summer as a culmination of workshops involving Secondary and Primary schools and Community 1st groups, and in the Autumn a 4-day event linked with the Llandudno Celtic Fair. A final concert will take place during Christmas. March - December 2008",5000,GBP,2007 ~ 2008,2008-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070761,Llanelli Choral Society,Grant to Llanelli Choral Society (2007 ~ 2008),SA14 9EZ,Organisations: Small,"Performance of Verdi's Requiem Mass to be performed at All Saint's Church, Llanelli on 7 March 2008 with professional  soloists, Adam Green and Lee David Bowen.",1500,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Llanelli,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20071027,Llanfyllin Festival Association,Grant to Llanfyllin Festival Association (2007 ~ 2008),SY22 6BB,Organisations: Small,"The application is for funding towards a series of 4 chamber music concerts at St Myllin's Church featuring the renowned Allegri String Quartet, a choral concert held out doors at Bodfach Hall featuring the Cantiones Chamber Choir, and a series of educational workshops facilitated by musicians of the Allegri held in local schools between the 4th of June and the 11th June 2008.",1000,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070394,Llangollen Fringe Festival,Grant to Llangollen Fringe Festival (2007 ~ 2008),LL20 8SS,Organisations: Small,"In 2007, Llangollen Fringe will celebrate its 10th Anniversary staging a broad programme of art activity at its permanent venue in Llangollen, including 11 key performances, 6 workshops and exhibition. Primary artform is music, however elements of both dance, and theatre entertainment are also included.  17 July - 28 July 2007.",4900,GBP,2007 ~ 2008,2008-03-31,North Wales\Clwyd South,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070243,Llangollen International Musical Eisteddfod,Grant to Llangollen International Musical Eisteddfod (2007 ~ 2008),LL20 8TF,Annual Revenue,Annual Revenue 2007-2008,57028,GBP,2007 ~ 2008,2008-03-31,North Wales\Clwyd South,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20071051,Llangollen International Musical Eisteddfod,Grant to Llangollen International Musical Eisteddfod (2007 ~ 2008),LL20 8TF,Organisations: Large,"This application is for an extension to the marketing initiative that has been developed in Llangollen since 2002.  The purpose of the project is to promote the International Eisteddfod to a larger and more diverse audience.  The project this year will focus on targeting Welsh speakers and learners, it also supports the salaries of the Marketing Director and PR Officer.",7182,GBP,2007 ~ 2008,2008-03-31,North Wales\Clwyd South,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070693,Llanharan Community Development Project Ltd,Grant to Llanharan Community Development Project Ltd (2007 ~ 2008),CF72 9RD,Organisations: Small,Intergenerational pop art project involving retired members of the community working with school pupils.,4700,GBP,2007 ~ 2008,2008-03-31,South Wales West\Ogmore,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070531,Llanidloes Music & Arts Club,Grant to Llanidloes Music & Arts Club (2007 ~ 2008),SY18 6ET,Organisations: Small,"A series of 5 music concerts/recitals are planned of varied genre including baroque, 'a capella', folksongs, Klezmer (traditional Eastern European Jewish music) and GrekoTurkish Folk Dance to be held in school and community venues within Llanidloes. September - June 2008.",570,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070306,Llantarnam Grange Arts Centre,Grant to Llantarnam Grange Arts Centre (2007 ~ 2008),NP44 1PD,Annual Revenue,Annual Revenue 2007-2008,50932,GBP,2007 ~ 2008,2008-03-31,South Wales East\Torfaen,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061347,Llantarnam Grange Arts Centre,Grant to Llantarnam Grange Arts Centre (2007 ~ 2008),NP44 1PD,Organisations: Large,"To the allow the arts centre to stage three curated 	applied arts shows, together with supporting  catalogues, to enhance the debate within the sector in Wales, and raise the profile of the venue. 

",15453.9,GBP,2007 ~ 2008,2008-03-31,South Wales East\Torfaen,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070246,Llwyfan Gogledd Cymru,Grant to Llwyfan Gogledd Cymru (2007 ~ 2008),LL55 1SQ,Annual Revenue,Annual Revenue 2007-2008,72021,GBP,2007 ~ 2008,2008-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070776,Locws International,Grant to Locws International (2007 ~ 2008),SA1 8PL,Organisations: Large,"Following the success of previous events, Locws International will present new artworks by 2 international and Welsh contemporary visual artists in accessible public spaces across the city of Swansea in Locws Projects during Spring 2008. The artworks will reflect the artists' response to the people, character and history of the city and involve sections of the community in their production. 
",20000,GBP,2007 ~ 2008,2008-03-31,South Wales West\Swansea East,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070661,Locws International,Grant to Locws International (2007 ~ 2008),SA1 8PL,Organisations: Small,"Locws International is at the stage of needing to research and develop a long-term strategy for both their events and their organisation. The proposed feasibility study will put in place a progressive strategic plan for the future. Research will be undertaken into potential partnerships, community involvement, collaborations, support and finance. This application covers 44 days for a Project Manager and 18 days for the Project Director over a period of 2 months.",5000,GBP,2007 ~ 2008,2008-03-31,South Wales West\Swansea East,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070961,London Road Community Centre,Grant to London Road Community Centre (2007 ~ 2008),LL65 2NE,Organisations: Small,"A community  Digital Photography and Photo editing course run by a proffessional artist over a period of 6 months from March to September 08 based at the London Road Community Centre, Holyhead within the Morawelon Communities First area.",2000,GBP,2007 ~ 2008,2008-03-31,North Wales\Ynys Môn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070499,Machynlleth and District Music Club,Grant to Machynlleth and District Music Club (2007 ~ 2008),SY20 8PG,Organisations: Small,"The application is in support of the 42nd series of 5 concerts presented by Machynlleth and District Music Club for 2007-08, which will feature recitals (held at Y Tabernacle) by international/acclaimed musicians drawn from Russia, Germany, Hungary, Austria, Japan, England and Wales. This year's programme seeks to be both artistically revealing and test the market in terms of broadening its appeal to encourage new participants and audiences. October 2007 - March 2008.",1100,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Ceredigion,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20080009,Maindee Festival Association,Grant to Maindee Festival Association (2007 ~ 2008),NP19 0BL,Organisations: Small,To provide 70 community workshops working with Malarky Arts to work on costumes and puppets on the theme of 'wildlife'. The work will culminate in a carnival procession in Maindee,4500,GBP,2007 ~ 2008,2008-03-31,South Wales East\Newport East,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070391,Makers Guild in Wales,Grant to Makers Guild in Wales (2007 ~ 2008),CF10 4QH,Organisations: Large,"The application is towards the funding of seven 
					exhibitions, an education & outreach programme
					and the development of educational and marketing
					resources. 

",30000,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070699,Makers Guild in Wales,Grant to Makers Guild in Wales (2007 ~ 2008),CF10 4QH,Organisations: Small,"The funding is towards two artist in residence projects at Crafts in the Bay.  Three artists will work in three local secondary schools, with the work exhibited in the venue's gallery.",3469,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060963,Media Education Wales,Grant to Media Education Wales (2007 ~ 2008),CF5 3AU,Organisations: Large,"A series of filmmaking projects, workshops and training with a secondary school and partner primary schools and with adults in a Communities First area of Neath port Talbot. The project will explore non-narrative filmmaking and links between film, poetry and music.",14587,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070463,Memorial Hall and Theatre,Grant to Memorial Hall and Theatre (2007 ~ 2008),CF62 8NA,Organisations: Large,"The application is towards marketing activities, 
					creative, programme & audience development 
					support, at the Memorial Hall & Theatre, Barry. 
",20000,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Vale of Glamorgan,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070424,Menter Iaith Sir y Fflint,Grant to Menter Iaith Sir y Fflint (2007 ~ 2008),CH7 1XP,Organisations: Small,"Prosiect pythefnos, fydd yn cael ei gydlynu gan Menter Iaith Sir y Fflint ac yn cyflogi'r artist Eleri Jones i deithio o amgylch chwe ysgol gynradd Yr Wyddgrug i gynnal gweithdai celf i gynhyrchu baneri a phosteri fydd yn adlewyrchu ardaloedd a diwylliant Cymru.   Bydd y gwaith gorffenedig yn cael ei arddangos o amgylch y dref i godi'r  ymwybyddiaeth o ddyfodiad Yr Eisteddfod Genedlaethol ym mis Awst eleni.

A two week project, organised by Menter Iaith Sir Y Fflint providing funding to enable the artist Eleri Jones to run arts workshops within six primary schools in Mold.  The activities will include making banners and posters reflecting the regions and culture of Wales.  The finished work will be displayed around the town to raise awareness of the Eisteddfod Genedlaethol in August.",1875,GBP,2007 ~ 2008,2008-03-31,North Wales\Delyn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070511,Merlin Music Society,Grant to Merlin Music Society (2007 ~ 2008),NP25 5DG,Organisations: Small,"A series of 7 concerts (spanning orchestral, opera, chamber music, recitals and world music) at the Blake Theatre, Monmouth from Sept  07- April 08. The programme inludes perfornances by BBC NOW, the European Union Chamber Orchestra and New London Chamber Orchestra as well as early career musicians from YCAT (The Young Concert Artists' Trust).

In addition there will be 2 workshops for up to 100 children in local schools. The concerts will reach an estimated 2,100 people.",1500,GBP,2007 ~ 2008,2008-03-31,South Wales East\Monmouth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070112,Merthyr Tydfil Housing Association,Grant to Merthyr Tydfil Housing Association (2007 ~ 2008),CF47 8EB,Organisations: Small,"A project for young people in Merthyr county borough in which they will work with professional ceramicist Lisa Krigel on creating a ceramics exhibition and photography calendar. The work will be exhibited in Merthyr town centre, Troedyrhiw and Dowlais.",4275,GBP,2007 ~ 2008,2008-03-31,South Wales East\Merthyr Tydfil & Rhymney,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070767,Mesa,Grant to Mesa (2007 ~ 2008),CF5 1QE,Organisations: Large,"Phase IV will enable MES:A to continue and develop its operations in support of artists Marc Rees, Eddie Ladd and Sean Tuan John. The model provides a professional production and promotion service for the 3 artists and acts as an interface with venues, co-producers, arts professionals, funding bodies and programmers both in Wales and interantionally.",27497,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20071054,Mid Border Community Arts Ltd,Grant to Mid Border Community Arts Ltd (2007 ~ 2008),LD8 2AD,Organisations: Small,"A varied programme of arts activities for 2008/09 largely at the Assembly Rooms, Presteigne.",5000,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070250,Mid Wales Opera,Grant to Mid Wales Opera (2007 ~ 2008),SY17 5QU,Annual Revenue,Annual Revenue 2007-2008,46735,GBP,2007 ~ 2008,2008-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070241,Mission Gallery,Grant to Mission Gallery (2007 ~ 2008),SA1 1TY,Annual Revenue,Annual Revenue 2007-2008,24445,GBP,2007 ~ 2008,2008-03-31,South Wales West\Swansea West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070722,Mission Gallery,Grant to Mission Gallery (2007 ~ 2008),SA1 1TY,Organisations: Large,"This application is towards Mission Gallery's 2008/09 exhibition programme and related activities, continuing its commitment to promoting emerging artists, makers/designers alongside those who are more established locally, nationally and internationally.",17250,GBP,2007 ~ 2008,2008-03-31,South Wales West\Swansea West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070746,Model House Llantrisant Ltd,Grant to Model House Llantrisant Ltd (2007 ~ 2008),CF72 8EB,Organisations: Large,"Funding is towards the post of Education/Marketing Officer and three new exhibitions in the main gallery. 
",21000,GBP,2007 ~ 2008,2008-03-31,South Wales Central\Pontypridd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
