Financial Year,URN,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Grant Programme:Title,Main_Sport,Region,Local_Authority,Parliamentary_Constituency,Organisation Type,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
2010/2011,20081474,360G-ACW-20081474,Worcester City Council,Extending Activity - Delivery,12000,2010-08-17,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Worcester,Worcester,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081484,360G-ACW-20081484,Kirklees Metropolitan Council,WYS Extended Activities Trailblazer Delivery,541382,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,Yorkshire and The Humber,Kirklees,Huddersfield,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081557,360G-ACW-20081557,Cheshire & Warrington Sports Partnership Trust Ltd,Extending Activities - Delivery Resources,244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North West,Cheshire West and Chester,Weaver Vale,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081558,360G-ACW-20081558,Cumbria County Council,Extending Activities - Delivery Costs,184663,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North West,Carlisle,Carlisle,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081559,360G-ACW-20081559,Greater Sport,Extending Activities - Delivery Costs,630562,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North West,Manchester,"Manchester, Gorton",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081560,360G-ACW-20081560,Lancashire Sport Partnership Limited,Extending Activities - Delivery Costs,422476,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North West,Blackburn with Darwen,Blackburn,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081561,360G-ACW-20081561,Merseyside Sport,Extending Activities in Merseyside ,452202,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North West,Liverpool,"Liverpool, Riverside",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081601,360G-ACW-20081601,Bucks & Milton Keynes Sports Partnership ,Bucks and MK Extending Activities - delivery,244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Aylesbury Vale,Aylesbury,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081672,360G-ACW-20081672,London Borough of Croydon,PRO-ACTIVE South London Extended Activity - Delivery,303569,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,London,Croydon,Croydon South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081674,360G-ACW-20081674,Somerset County Council,SASP Extending Activity Delivery Funding,95483,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Taunton Deane,Taunton Deane,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081677,360G-ACW-20081677,Brunel University (Pro-Active West),Pro-Active West Extending Activity - Delivery,333296,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,London,Hillingdon,Uxbridge and South Ruislip,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081839,360G-ACW-20081839,Active Luton,Team Beds and Luton Extending Activity Delivery Funding,244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,East of England,Luton,Luton South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081840,360G-ACW-20081840,Essex County Council,Sport Essex Extending Activity Delivery Funding,422476,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,East of England,Chelmsford,Chelmsford,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081841,360G-ACW-20081841,Living Sport,Living Sport Extending Activity Delivery Funding,154937,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,East of England,Huntingdonshire,North West Cambridgeshire,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081842,360G-ACW-20081842,University of Hertfordshire,Herts Sports Partnership Extending Activity Delivery Funding,363023,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,East of England,Welwyn Hatfield,Welwyn Hatfield,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081843,360G-ACW-20081843,Suffolk Coastal District Council,Suffolk Sport Extending Activity Delivery Funding,244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,East of England,Suffolk Coastal,Suffolk Coastal,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20081890,360G-ACW-20081890,Durham County Council,Durham Sport - Extending Activity Delivery Funding,184663,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North East,County Durham,City of Durham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082021,360G-ACW-20082021,Devon County Council,Active Devon Extending Activity Delivery Funding,244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Exeter,Exeter,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082022,360G-ACW-20082022,Cornwall County Council,Cornwall Extending Activity Delivery Funding,125210,2010-05-10,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Cornwall,Truro and Falmouth,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082023,360G-ACW-20082023,Active Dorset Community Interest Company,Active Dorset 5hr Offer EA Programme Delivery,184663,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Poole,Bournemouth West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082024,360G-ACW-20082024,University of Gloucestershire,Gloucestershire  Extending Activity Delivery Funding,154937,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Gloucester,Tewkesbury,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082025,360G-ACW-20082025,WESPORT,WESPORT Extending Activity Delivery Funding,244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South West,South Gloucestershire,Filton and Bradley Stoke,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082026,360G-ACW-20082026,Wiltshire Council,WASP Extending Activity Delivery Funding,154937,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Wiltshire,Devizes,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082138,360G-ACW-20082138,Nottingham Trent University,Extending Activities: Delivery,273843,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,East Midlands,Nottingham,Nottingham South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082140,360G-ACW-20082140,Lincolnshire Sports Partnership,Extended Activities: Delivery,244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,East Midlands,Lincoln,Lincoln,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082142,360G-ACW-20082142,Northamptonshire County Council on behalf of Northamptonshire Sport,Extended Activities: Delivery,154937,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,East Midlands,Northampton,Northampton South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082178,360G-ACW-20082178,Berkshire Sports Partnership,Berkshire Sport Extending Activities – Delivery Funding,244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Reading,Reading West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082179,360G-ACW-20082179,Oxford City Council,Extending Activity,154937,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Oxford,Oxford East,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082180,360G-ACW-20082180,Surrey County Council,Extending Activities,181523,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Woking,Woking,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082182,360G-ACW-20082182,Sussex County Sports Partnership Trust,Extending Activities,273843,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Brighton and Hove,"Brighton, Kemptown",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082183,360G-ACW-20082183,Hampshire and Isle of Wight Sports Partnership,Sport Hampshire & IOW Extending Activities,452202,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Winchester,Winchester,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082184,360G-ACW-20082184,KENT COUNTY COUNCIL,Kent Sports Development Unit Extending Activities – Delivery,452202,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Tonbridge and Malling,Tonbridge and Malling,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082351,360G-ACW-20082351,Black Country Consortium Ltd,Extending Activity Delivery,333296,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Dudley,Dudley South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082352,360G-ACW-20082352,Coventry City Council,Extending Activity Delivery,232116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Coventry,Coventry South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082353,360G-ACW-20082353,Shropshire Council,"Shropshire, Telford & Wrekin Extending Activity Delivery",184663,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Shropshire,Shrewsbury and Atcham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20082354,360G-ACW-20082354,Stafford Borough Council,Extending Activity Delivery,303569,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Stafford,Stafford,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083022,360G-ACW-20083022,University of East London,Pro-Active East - Extending Activities (Delivery),480612,2010-04-23,GBP,Extended Activities,Sport Participation and Capacity Building,London,Tower Hamlets,Poplar and Limehouse,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083022,360G-ACW-20083022,University of East London,Pro-Active East - Extending Activities (Delivery),1317,2010-08-30,GBP,Extended Activities,Sport Participation and Capacity Building,London,Newham,West Ham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083030,360G-ACW-20083030,London South Bank University,Pro-Active Central - Extending Activities (Delivery),244116,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,London,Southwark,Bermondsey and Old Southwark,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083031,360G-ACW-20083031,Middlesex University,Pro-Active North - Extending Activity (Delivery),333296,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,London,Barnet,Hendon,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083141,360G-ACW-20083141,Birmingham City Council,Birmingham CSP Extending Activities Project,333296,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Birmingham,"Birmingham, Ladywood",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083149,360G-ACW-20083149,The Goodwin Development Trust Ltd,HSP Extending Activities Delivery,214390,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,Yorkshire and The Humber,"Kingston upon Hull, City of",Kingston upon Hull West and Hessle,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083151,360G-ACW-20083151,Harrogate Borough Council,NYS Extending Activities - Delivery,303569,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,Yorkshire and The Humber,Harrogate,Harrogate and Knaresborough,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083152,360G-ACW-20083152,BARNSLEY METROPOLITAN BOROUGH COUNCIL,SYS Extending Activities - Delivery,303569,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,Yorkshire and The Humber,Barnsley,Barnsley Central,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083368,360G-ACW-20083368,Northumberland County Council,Northumberland Sport Extending Activity Delivery Funding,184663,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North East,Northumberland,Hexham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083374,360G-ACW-20083374,University of Teesside,Tees Valley Sport Extending Activity Delivery Funding,204957,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North East,Middlesbrough,Middlesbrough,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20083377,360G-ACW-20083377,Sunderland City Council,Tyne & Wear Sport Extending Activity Delivery Funding,303569,2010-04-20,GBP,Extended Activities,Sport Participation and Capacity Building,North East,Sunderland,Washington and Sunderland West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087474,360G-ACW-20087474,Youth Sport Trust,Recruit Into Coaching 2008-11,710000,2010-04-20,GBP,Recruit into Coaching,Sports Development,East Midlands,Charnwood,Loughborough,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087883,360G-ACW-20087883,WESPORT,Pilot RIC,1350,2010-04-20,GBP,Recruit into Coaching,Sports Development,South West,South Gloucestershire,Filton and Bradley Stoke,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087884,360G-ACW-20087884,The Goodwin Development Trust Ltd,Pilot RIC,4740,2010-04-20,GBP,Recruit into Coaching,Sports Development,Yorkshire and The Humber,"Kingston upon Hull, City of",Kingston upon Hull West and Hessle,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087885,360G-ACW-20087885,University of Teesside,Pilot RIC,7151,2010-04-20,GBP,Recruit into Coaching,Sports Development,North East,Middlesbrough,Middlesbrough,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087886,360G-ACW-20087886,Greater Sport,Pilot RIC,7575,2010-04-20,GBP,Recruit into Coaching,Sports Development,North West,Manchester,"Manchester, Gorton",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087889,360G-ACW-20087889,Derbyshire County Council on behalf of Derbyshire Sport,Pilot RIC,1012,2010-04-21,GBP,Recruit into Coaching,Sports Development,East Midlands,Amber Valley,Derbyshire Dales,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087892,360G-ACW-20087892,London South Bank University (Pro-Active Central),Pilot RIC,2916,2010-04-21,GBP,Recruit into Coaching,Sports Development,London,Southwark,Bermondsey and Old Southwark,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087893,360G-ACW-20087893,University of East London,Pilot RIC,1450,2010-04-21,GBP,Recruit into Coaching,Sports Development,London,Newham,West Ham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087940,360G-ACW-20087940,Angling Development Board,NGB Funding 2009-13,32755,2010-04-09,GBP,Whole Sport Plan,Angling,East Midlands,East Northamptonshire,Corby,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087946,360G-ACW-20087946,Archery GB,NGB Funding 2009-13,68611,2010-04-09,GBP,Whole Sport Plan,Archery,West Midlands,Shropshire,The Wrekin,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087947,360G-ACW-20087947,UK Athletics,NGB Funding 2009-13,1591037,2010-04-09,GBP,Whole Sport Plan,Athletics,West Midlands,Solihull,Meriden,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087949,360G-ACW-20087949,BADMINTON England,NGB Funding 2009-13,1978804,2010-04-09,GBP,Whole Sport Plan,Badminton,South East,Milton Keynes,Milton Keynes South,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087950,360G-ACW-20087950,Baseball/Softball UK,NGB Funding 2009-13,93972,2010-04-09,GBP,Whole Sport Plan,Baseball / Softball,London,Camden,Holborn and St Pancras,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087951,360G-ACW-20087951,England Basketball,NGB Funding 2009-13,725508,2010-05-25,GBP,Whole Sport Plan,Basketball,Yorkshire and The Humber,Sheffield,Sheffield South East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087952,360G-ACW-20087952,C P Sport,NGB Funding 2009-13,115695,2010-04-22,GBP,Whole Sport Plan,Disability Sports,East Midlands,Nottingham,Nottingham South,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087955,360G-ACW-20087955,English Indoor Bowling Association,NGB Funding 2009-13,19502,2010-08-04,GBP,Whole Sport Plan,Bowls,East Midlands,Melton,Rutland and Melton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087956,360G-ACW-20087956,AMATEUR BOXING ASSOCIATION OF ENGLAND,NGB Funding 2009-13,643513,2010-04-09,GBP,Whole Sport Plan,Boxing,Yorkshire and The Humber,Sheffield,Sheffield South East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087962,360G-ACW-20087962,British Canoe Union,NGB Funding 2009-13,705353,2010-04-09,GBP,Whole Sport Plan,Canoeing,East Midlands,Rushcliffe,Newark,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087963,360G-ACW-20087963,England & Wales Cricket Board,NGB Funding 2009-13,9804628,2010-04-09,GBP,Whole Sport Plan,Cricket,London,Westminster,Westminster North,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087963,360G-ACW-20087963,England & Wales Cricket Board,NGB Funding 2009-13,772292,2011-01-10,GBP,Whole Sport Plan,Cricket,London,Westminster,Westminster North,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087964,360G-ACW-20087964,British Cycling Federation,NGB Funding 2009-13,3297328,2010-04-09,GBP,Whole Sport Plan,Cycling,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087965,360G-ACW-20087965,British Equestrian Federation,NGB Funding 2009-13,349151,2010-04-09,GBP,Whole Sport Plan,Equestrian,West Midlands,Warwick,Kenilworth and Southam,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087967,360G-ACW-20087967,British Fencing Association,NGB Funding 2009-13,135708,2010-04-09,GBP,Whole Sport Plan,Fencing,London,Ealing,Ealing Central and Acton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087967,360G-ACW-20087967,British Fencing Association,NGB Funding 2009-13,25000,2011-01-10,GBP,Whole Sport Plan,Fencing,London,Ealing,Ealing Central and Acton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087969,360G-ACW-20087969,The Football Association,NGB Funding 2009-13,4714899,2010-04-09,GBP,Whole Sport Plan,Association Football,London,Westminster,Cities of London and Westminster,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087971,360G-ACW-20087971,Goalball UK,NGB Funding 2009-13,6842,2011-02-15,GBP,Whole Sport Plan,Goalball,West Midlands,Warwick,Warwick and Leamington,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087972,360G-ACW-20087972,England Golf Partnership,NGB Funding 2009-13,1183232,2010-04-09,GBP,Whole Sport Plan,Golf,London,Greenwich,Greenwich and Woolwich,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087975,360G-ACW-20087975,British Gymnastics,NGB Funding 2009-13,1101787,2010-04-09,GBP,Whole Sport Plan,Gymnastics,West Midlands,Shropshire,The Wrekin,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087986,360G-ACW-20087986,England Handball Association,NGB Funding 2009-13,7641,2010-04-22,GBP,Whole Sport Plan,Handball,North West,Rossendale,Rossendale and Darwen,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087987,360G-ACW-20087987,England Hockey,NGB Funding 2009-13,1235977,2010-04-09,GBP,Whole Sport Plan,Hockey,South East,Milton Keynes,Milton Keynes North,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087990,360G-ACW-20087990,British Judo Association,NGB Funding 2009-13,533219,2010-04-09,GBP,Whole Sport Plan,Judo,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087992,360G-ACW-20087992,English Lacrosse Association,NGB Funding 2009-13,92735,2010-04-09,GBP,Whole Sport Plan,Lacrosse,North West,Manchester,"Manchester, Gorton",National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087994,360G-ACW-20087994,Pentathlon GB,NGB Funding 2009-13,15030,2010-04-09,GBP,Whole Sport Plan,Modern Pentathlon,South West,Bath and North East Somerset,Bath,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087995,360G-ACW-20087995,British Mountaineering Council,NGB Funding 2009-13,27402,2010-04-09,GBP,Whole Sport Plan,Mountaineering,North West,Manchester,"Manchester, Withington",National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087995,360G-ACW-20087995,British Mountaineering Council,NGB Funding 2009-13,5000,2011-01-10,GBP,Whole Sport Plan,Mountaineering,North West,Manchester,"Manchester, Withington",National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087997,360G-ACW-20087997,Exercise Movement and Dance Partnership,NGB Funding 2009-13,14333,2010-04-09,GBP,Whole Sport Plan,Movement & Dance,South East,Horsham,Horsham,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20087999,360G-ACW-20087999,England Netball,NGB Funding 2009-13,940266,2010-04-09,GBP,Whole Sport Plan,Netball,East of England,North Hertfordshire,Hitchin and Harpenden,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088001,360G-ACW-20088001,British Orienteering Federation,NGB Funding 2009-13,93517,2010-04-09,GBP,Whole Sport Plan,Orienteering,East Midlands,Derbyshire Dales,Derbyshire Dales,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088002,360G-ACW-20088002,Rounders England,NGB Funding 2009-13,87823,2010-04-09,GBP,Whole Sport Plan,Rounders,Yorkshire and The Humber,Sheffield,Sheffield South East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088003,360G-ACW-20088003,Amateur Rowing Association,NGB Funding 2009-13,1524270,2010-04-09,GBP,Whole Sport Plan,Rowing,London,Hammersmith and Fulham,Hammersmith,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088003,360G-ACW-20088003,British Rowing,NGB Funding 2009-13,50000,2011-01-10,GBP,Whole Sport Plan,Rowing,London,Hammersmith and Fulham,Hammersmith,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088006,360G-ACW-20088006,Rugby Football League,NGB Funding 2009-13,1473678,2010-04-09,GBP,Whole Sport Plan,Rugby League,Yorkshire and The Humber,Leeds,Leeds East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088008,360G-ACW-20088008,Rugby Football Union,NGB Funding 2009-13,4719027,2010-04-09,GBP,Whole Sport Plan,Rugby Union,London,Hounslow,Brentford and Isleworth,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2010/2011,20088008,360G-ACW-20088008,Rugby Football Union,NGB Funding 2009-13,732610,2011-01-10,GBP,Whole Sport Plan,Rugby Union,London,Hounslow,Brentford and Isleworth,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
